53.697001,26651404.0
53.697001,96076485.0
53.697003,24652977.0
53.697003,44426539.0
53.697004,18640634.0
53.697008,23735746.0
53.697009,37090080.0
53.697010,36996016.0
53.697013,96076485.0
53.697015,209248918.0
53.697015,26651453.0
53.697016,4555620.0
53.697016,96076485.0
53.697017,3999352.0
53.697018,96076485.0
53.697019,167465342.0
53.697019,36598276.0
53.697021,105941319.0
53.697021,16784520.0
53.697021,225993002.0
53.697021,59974749.0
53.697021,96076485.0
53.697022,36598280.0
53.697022,44426539.0
53.697027,215065878.0
53.697029,96076485.0
53.697033,24293784.0
53.697034,37090080.0
53.697039,23735746.0
53.697042,15803023.0
53.697042,249953186.0
53.697042,36598307.0
53.697043,36598218.0
53.697043,36793182.0
53.697043,52828763.0
53.697044,44426539.0
53.697044,96076485.0
53.697045,4314447.0
53.697047,61425818.0
53.697048,24286445.0
53.697048,26651404.0
53.697048,32677550.0
53.697050,36996016.0
53.697051,35598042.0
53.697052,52812962.0
53.697053,168707036.0
53.697055,168707036.0
53.697055,236086523.0
53.697056,18640634.0
53.697056,20603903.0
53.697057,4487974.0
53.697059,24293776.0
53.697062,36793181.0
53.697063,37090016.0
53.697066,36598303.0
53.697066,4332117.0
53.697066,4555620.0
53.697067,24293776.0
53.697069,24546830.0
53.697070,24286465.0
53.697072,4332117.0
53.697076,4555620.0
53.697080,4332117.0
53.697081,24293776.0
53.697081,4555620.0
53.697083,225993002.0
53.697083,4487974.0
53.697084,24293776.0
53.697084,3999352.0
53.697085,236015165.0
53.697085,36996016.0
53.697087,105941321.0
53.697087,16784520.0
53.697091,37090080.0
53.697092,209248918.0
53.697094,23793544.0
53.697098,26651404.0
53.697098,36793182.0
53.697098,3999352.0
53.697098,4051937.0
53.697098,44426540.0
53.697100,36793179.0
53.697101,24293776.0
53.697101,26651404.0
53.697107,36793144.0
53.697109,36598218.0
53.697114,23735735.0
53.697115,23315523.0
53.697115,36598280.0
53.697115,4487974.0
53.697119,23793544.0
53.697121,24293776.0
53.697121,40229662.0
53.697122,224890154.0
53.697122,23735746.0
53.697122,23735747.0
53.697124,4868704.0
53.697125,37754312.0
53.697125,4332117.0
53.697126,4556046.0
53.697128,24286445.0
53.697128,24293782.0
53.697129,26651403.0
53.697129,26651404.0
53.697129,36598276.0
53.697132,167465342.0
53.697135,44426542.0
53.697135,4488155.0
53.697136,23793548.0
53.697138,36598301.0
53.697140,36793181.0
53.697140,36793182.0
53.697140,37090080.0
53.697143,23735747.0
53.697144,36598218.0
53.697144,36598291.0
53.697146,169672804.0
53.697148,4317731.0
53.697155,4317732.0
53.697156,4556046.0
53.697157,36598218.0
53.697158,249953195.0
53.697160,36996015.0
53.697160,37090072.0
53.697160,4005582.0
53.697161,36598279.0
53.697162,195191136.0
53.697162,23735746.0
53.697162,36598218.0
53.697162,36598301.0
53.697162,36598303.0
53.697162,59974749.0
53.697163,57357313.0
53.697164,18640451.0
53.697164,191247897.0
53.697164,37090080.0
