-1.330008,180713926.0
-1.330011,159492150.0
-1.330011,159492155.0
-1.330018,135744099.0
-1.330018,29694729.0
-1.330024,180713926.0
-1.330030,162011180.0
-1.330046,4646659.0
-1.330046,8067534.0
-1.330047,274494906.0
-1.330048,31025104.0
-1.330060,185332113.0
-1.330075,8067534.0
-1.330087,135744087.0
-1.330091,218801879.0
-1.330091,39432839.0
-1.330093,31006428.0
-1.330093,8067534.0
-1.330096,187292190.0
-1.330099,4646658.0
-1.330102,218801873.0
-1.330102,329021987.0
-1.330111,135744083.0
-1.330111,135744099.0
-1.330111,199260280.0
-1.330113,218801880.0
-1.330123,218801888.0
-1.330124,274494906.0
-1.330136,4646659.0
-1.330143,180713926.0
-1.330157,185332090.0
-1.330168,159492155.0
-1.330176,199905401.0
-1.330178,172404683.0
-1.330178,172404695.0
-1.330192,3992780.0
-1.330196,186574028.0
-1.330198,31450093.0
-1.330204,218801877.0
-1.330204,218801879.0
-1.330204,218801888.0
-1.330219,185332093.0
-1.330230,118216301.0
-1.330241,218801887.0
-1.330241,218801888.0
-1.330247,308735098.0
-1.330261,4646659.0
-1.330269,186691805.0
-1.330275,14407918.0
-1.330292,3992780.0
-1.330300,218801877.0
-1.330300,61094640.0
-1.330302,119243574.0
-1.330307,172404695.0
-1.330321,180713926.0
-1.330333,187292166.0
-1.330333,187292190.0
-1.330335,185362808.0
-1.330336,329021987.0
-1.330350,36706868.0
-1.330354,308735098.0
-1.330364,185332090.0
-1.330365,218801880.0
-1.330372,159483831.0
-1.330373,3992780.0
-1.330376,218801887.0
-1.330376,31006428.0
-1.330377,135744087.0
-1.330383,180713926.0
-1.330404,159492148.0
-1.330408,186574028.0
-1.330410,185362823.0
-1.330420,172404695.0
-1.330436,231086211.0
-1.330447,135744087.0
-1.330447,61088336.0
-1.330450,329021987.0
-1.330452,187292190.0
-1.330456,143901916.0
-1.330469,199905401.0
-1.330477,218801887.0
-1.330479,187292166.0
-1.330479,231086211.0
-1.330483,42084602.0
-1.330484,4646659.0
-1.330484,61156544.0
-1.330488,218801887.0
-1.330500,231086211.0
-1.330519,3992780.0
-1.330520,218801887.0
-1.330534,126796238.0
-1.330543,14407918.0
-1.330552,4646658.0
-1.330569,218801873.0
-1.330575,159492148.0
-1.330575,159492150.0
-1.330576,126796238.0
-1.330576,187292190.0
-1.330579,199905401.0
-1.330585,329021987.0
-1.330595,218801878.0
-1.330608,172402672.0
-1.330619,29694729.0
-1.330619,39765386.0
-1.330622,33804634.0
-1.330626,185332092.0
-1.330626,185332093.0
-1.330630,187292190.0
-1.330640,172404683.0
-1.330642,4646659.0
-1.330645,14407918.0
-1.330645,172405584.0
-1.330647,172402672.0
-1.330649,218801880.0
-1.330653,3992780.0
